metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
vus,1663746693,0.000000,,,,,,,,,,,,,,,
vus_max,1663746693,1.000000,,,,,,,,,,,,,,,
vus,1663746694,0.000000,,,,,,,,,,,,,,,
vus_max,1663746694,1.000000,,,,,,,,,,,,,,,
vus,1663746695,0.000000,,,,,,,,,,,,,,,
vus_max,1663746695,1.000000,,,,,,,,,,,,,,,
vus,1663746696,0.000000,,,,,,,,,,,,,,,
vus_max,1663746696,1.000000,,,,,,,,,,,,,,,
vus,1663746697,0.000000,,,,,,,,,,,,,,,
vus_max,1663746697,1.000000,,,,,,,,,,,,,,,
vus,1663746698,0.000000,,,,,,,,,,,,,,,
vus_max,1663746698,1.000000,,,,,,,,,,,,,,,
vus,1663746699,0.000000,,,,,,,,,,,,,,,
vus_max,1663746699,1.000000,,,,,,,,,,,,,,,
vus,1663746700,0.000000,,,,,,,,,,,,,,,
vus_max,1663746700,1.000000,,,,,,,,,,,,,,,
vus,1663746701,0.000000,,,,,,,,,,,,,,,
vus_max,1663746701,1.000000,,,,,,,,,,,,,,,
vus,1663746702,0.000000,,,,,,,,,,,,,,,
vus_max,1663746702,1.000000,,,,,,,,,,,,,,,
vus,1663746703,0.000000,,,,,,,,,,,,,,,
vus_max,1663746703,1.000000,,,,,,,,,,,,,,,
vus,1663746704,0.000000,,,,,,,,,,,,,,,
vus_max,1663746704,1.000000,,,,,,,,,,,,,,,
vus,1663746705,0.000000,,,,,,,,,,,,,,,
vus_max,1663746705,1.000000,,,,,,,,,,,,,,,
vus,1663746706,0.000000,,,,,,,,,,,,,,,
vus_max,1663746706,1.000000,,,,,,,,,,,,,,,
vus,1663746707,0.000000,,,,,,,,,,,,,,,
vus_max,1663746707,1.000000,,,,,,,,,,,,,,,
vus,1663746708,0.000000,,,,,,,,,,,,,,,
vus_max,1663746708,1.000000,,,,,,,,,,,,,,,
vus,1663746709,0.000000,,,,,,,,,,,,,,,
vus_max,1663746709,1.000000,,,,,,,,,,,,,,,
vus,1663746710,0.000000,,,,,,,,,,,,,,,
vus_max,1663746710,1.000000,,,,,,,,,,,,,,,
vus,1663746711,0.000000,,,,,,,,,,,,,,,
vus_max,1663746711,1.000000,,,,,,,,,,,,,,,
vus,1663746712,0.000000,,,,,,,,,,,,,,,
vus_max,1663746712,1.000000,,,,,,,,,,,,,,,
vus,1663746713,0.000000,,,,,,,,,,,,,,,
vus_max,1663746713,1.000000,,,,,,,,,,,,,,,
vus,1663746714,0.000000,,,,,,,,,,,,,,,
vus_max,1663746714,1.000000,,,,,,,,,,,,,,,
vus,1663746715,0.000000,,,,,,,,,,,,,,,
vus_max,1663746715,1.000000,,,,,,,,,,,,,,,
vus,1663746716,0.000000,,,,,,,,,,,,,,,
vus_max,1663746716,1.000000,,,,,,,,,,,,,,,
vus,1663746717,0.000000,,,,,,,,,,,,,,,
vus_max,1663746717,1.000000,,,,,,,,,,,,,,,
vus,1663746718,0.000000,,,,,,,,,,,,,,,
vus_max,1663746718,1.000000,,,,,,,,,,,,,,,
vus,1663746719,0.000000,,,,,,,,,,,,,,,
vus_max,1663746719,1.000000,,,,,,,,,,,,,,,
vus,1663746720,0.000000,,,,,,,,,,,,,,,
vus_max,1663746720,1.000000,,,,,,,,,,,,,,,
vus,1663746721,0.000000,,,,,,,,,,,,,,,
vus_max,1663746721,1.000000,,,,,,,,,,,,,,,
vus,1663746722,0.000000,,,,,,,,,,,,,,,
vus_max,1663746722,1.000000,,,,,,,,,,,,,,,
vus,1663746723,0.000000,,,,,,,,,,,,,,,
vus_max,1663746723,1.000000,,,,,,,,,,,,,,,
vus,1663746724,0.000000,,,,,,,,,,,,,,,
vus_max,1663746724,1.000000,,,,,,,,,,,,,,,
vus,1663746725,0.000000,,,,,,,,,,,,,,,
vus_max,1663746725,1.000000,,,,,,,,,,,,,,,
vus,1663746726,0.000000,,,,,,,,,,,,,,,
vus_max,1663746726,1.000000,,,,,,,,,,,,,,,
vus,1663746727,0.000000,,,,,,,,,,,,,,,
vus_max,1663746727,1.000000,,,,,,,,,,,,,,,
vus,1663746728,0.000000,,,,,,,,,,,,,,,
vus_max,1663746728,1.000000,,,,,,,,,,,,,,,
vus,1663746729,0.000000,,,,,,,,,,,,,,,
vus_max,1663746729,1.000000,,,,,,,,,,,,,,,
vus,1663746730,0.000000,,,,,,,,,,,,,,,
vus_max,1663746730,1.000000,,,,,,,,,,,,,,,
vus,1663746731,0.000000,,,,,,,,,,,,,,,
vus_max,1663746731,1.000000,,,,,,,,,,,,,,,
vus,1663746732,0.000000,,,,,,,,,,,,,,,
vus_max,1663746732,1.000000,,,,,,,,,,,,,,,
vus,1663746733,0.000000,,,,,,,,,,,,,,,
vus_max,1663746733,1.000000,,,,,,,,,,,,,,,
vus,1663746734,0.000000,,,,,,,,,,,,,,,
vus_max,1663746734,1.000000,,,,,,,,,,,,,,,
vus,1663746735,0.000000,,,,,,,,,,,,,,,
vus_max,1663746735,1.000000,,,,,,,,,,,,,,,
vus,1663746736,0.000000,,,,,,,,,,,,,,,
vus_max,1663746736,1.000000,,,,,,,,,,,,,,,
vus,1663746737,0.000000,,,,,,,,,,,,,,,
vus_max,1663746737,1.000000,,,,,,,,,,,,,,,
vus,1663746738,0.000000,,,,,,,,,,,,,,,
vus_max,1663746738,1.000000,,,,,,,,,,,,,,,
vus,1663746739,0.000000,,,,,,,,,,,,,,,
vus_max,1663746739,1.000000,,,,,,,,,,,,,,,
vus,1663746740,0.000000,,,,,,,,,,,,,,,
vus_max,1663746740,1.000000,,,,,,,,,,,,,,,
vus,1663746741,0.000000,,,,,,,,,,,,,,,
vus_max,1663746741,1.000000,,,,,,,,,,,,,,,
vus,1663746742,0.000000,,,,,,,,,,,,,,,
vus_max,1663746742,1.000000,,,,,,,,,,,,,,,
vus,1663746743,0.000000,,,,,,,,,,,,,,,
vus_max,1663746743,1.000000,,,,,,,,,,,,,,,
vus,1663746744,0.000000,,,,,,,,,,,,,,,
vus_max,1663746744,1.000000,,,,,,,,,,,,,,,
vus,1663746745,0.000000,,,,,,,,,,,,,,,
vus_max,1663746745,1.000000,,,,,,,,,,,,,,,
vus,1663746746,0.000000,,,,,,,,,,,,,,,
vus_max,1663746746,1.000000,,,,,,,,,,,,,,,
vus,1663746747,0.000000,,,,,,,,,,,,,,,
vus_max,1663746747,1.000000,,,,,,,,,,,,,,,
vus,1663746748,0.000000,,,,,,,,,,,,,,,
vus_max,1663746748,1.000000,,,,,,,,,,,,,,,
vus,1663746749,0.000000,,,,,,,,,,,,,,,
vus_max,1663746749,1.000000,,,,,,,,,,,,,,,
vus,1663746750,0.000000,,,,,,,,,,,,,,,
vus_max,1663746750,1.000000,,,,,,,,,,,,,,,
vus,1663746751,0.000000,,,,,,,,,,,,,,,
vus_max,1663746751,1.000000,,,,,,,,,,,,,,,
vus,1663746752,0.000000,,,,,,,,,,,,,,,
vus_max,1663746752,1.000000,,,,,,,,,,,,,,,
http_reqs,1663746752,1.000000,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
http_req_duration,1663746752,205.263000,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
http_req_blocked,1663746752,104.317400,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
http_req_connecting,1663746752,43.974600,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
http_req_tls_handshaking,1663746752,53.393900,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
http_req_sending,1663746752,0.048600,,,,true,::Login::GenerateToken,POST,https://demoqa.com/Account/v1/GenerateToken,HTTP/1.1,demoqabook,,200,,tls1.3,https://demoqa.com/Account/v1/GenerateToken,
